"ID","ML","Location","LandArea","UseCode","UseDescription","TotalAppraisedLandValue","TotalAppraisedImprovements","TotalAppraisedParcelValue","BookPage","GrossArea","SaleDate","StyleDesc","Occupancy","AYBYrBuilt","BldgStories"
19487,"191-114","39 HARVEY ST",2422.00,"101","SNGL-FAM-RES",165400,204200,369600," 44846/ 519",2075.00,3/22/2005 0:00:00,"TOWNHOUSE","CN",1985,"2"
19488,"191-115","41 HARVEY ST",2422.00,"101","SNGL-FAM-RES",165400,169700,335100," 56815/  18",2043.00,5/4/2011 0:00:00,"TOWNHOUSE","CN",1985,"2"
19489,"191-116","43 HARVEY ST",2422.00,"101","SNGL-FAM-RES",165400,187200,352600," 25073/ 496",2075.00,12/21/1994 0:00:00,"TOWNHOUSE","CN",1985,"2"
19490,"191-117","45 HARVEY ST",3595.99,"101","SNGL-FAM-RES",184700,192800,377500," 41462/ 295",2075.00,11/19/2003 0:00:00,"TOWNHSE-END","CN",1985,"2"
19491,"192-5","1 MCLEAN PL",10140.00,"111","4-8-UNIT-APT",714900,1312600,2027500," 25266/ 178",11196.00,8/17/1979 0:00:00,"APARTMENTS","8",1977,"3"
19492,"192-6","43 CEDAR ST",4230.00,"104","TWO-FAM-RES",229200,240200,469400," 57816/ 221",3674.00,11/7/2011 0:00:00,"OLD STYLE TWO FAM","BK",1869,"2"
19493,"192-8","49 CEDAR ST",9175.00,"199","CONDO-BLDG",315000,0,315000," 53409/ 398",2128.00,8/19/2009 0:00:00,,,1866,"2"
19494,"192-8","49  CEDAR ST  #1",0.00,"102","CONDOMINIUM",0,558900,558900," 56847/ 252",2057.00,5/12/2011 0:00:00,"SINGLE",,1866,
19495,"192-8","49  CEDAR ST  #2",0.00,"102","CONDOMINIUM",0,614300,614300," 56974/ 442",1989.00,6/10/2011 0:00:00,"SINGLE",,1866,
19496,"192-8","49  CEDAR ST  #3",0.00,"102","CONDOMINIUM",0,614300,614300," 56961/ 530",1989.00,6/8/2011 0:00:00,"SINGLE",,1866,
19497,"192-9","51 CEDAR ST",9175.00,"104","TWO-FAM-RES",315000,239700,554700," 31297/ 575",3037.00,4/10/2000 0:00:00,"STACK","ST",1871,"2"
19498,"192-11","55 CEDAR ST",9175.00,"101","SNGL-FAM-RES",315000,421500,736500," 25419/ 232",5135.00,6/19/1995 0:00:00,"CONVENTIONAL","BK",1873,"2"
19499,"192-12","57 CEDAR ST",9125.00,"111","4-8-UNIT-APT",533900,490300,1024200,"   816/ 011",5704.00,11/7/2002 0:00:00,"MULT-RESDNCE","6",1930,"3"
19500,"192-13","59 CEDAR ST",9175.00,"105","THREE-FM-RES",315000,306000,621000," 27832/  35",4927.00,10/31/1997 0:00:00,"OLD STYLE THREE FAM","BK",1883,"2.5"
19501,"192-14","61 CEDAR ST",9175.00,"199","CONDO-BLDG",315000,0,315000," 31751/ 142",3876.00,8/25/2000 0:00:00,,,1890,"2.5"
19502,"192-14","61 CEDAR ST #1",0.00,"102","CONDOMINIUM",0,269000,269000," 53165/ 375",821.00,7/8/2009 0:00:00,"FLAT",,1890,
19503,"192-14","61 CEDAR ST #2",0.00,"102","CONDOMINIUM",0,355200,355200," 55900/ 261",1287.00,11/24/2010 0:00:00,"TWO-FLOORS",,1890,
19504,"192-14","61 CEDAR ST #3",0.00,"102","CONDOMINIUM",0,686700,686700," 51511/ 520",2224.00,7/31/2008 0:00:00,"SINGLE",,2008,
19505,"192-15","63-65 CEDAR ST",9175.00,"199","CONDO-BLDG",0,0,0," 35162/ 484",2768.00,3/29/2002 0:00:00,,,2002,
19506,"192-15","63 CEDAR ST #63",0.00,"102","CONDOMINIUM",0,180000,180000," 35246/ 067",2102.00,4/10/2002 0:00:00,"FREE-STANDING",,2003,
19507,"192-15","63 CEDAR ST #65A",0.00,"102","CONDOMINIUM",0,180000,180000," 35268/ 001",2120.00,4/12/2002 0:00:00,"SEMIDETACHED",,2002,
19508,"192-15","63 CEDAR ST #65B",0.00,"102","CONDOMINIUM",0,180000,180000," 35279/ 215",2120.00,4/17/2002 0:00:00,"SEMIDETACHED",,2003,
19509,"192-16","99 RICE ST",9874.00,"199","CONDO-BLDG",395000,-395000,0," 36581/ 535",10636.00,10/1/2002 0:00:00,,,1920,"3.5"
19510,"192-16","99 RICE ST #99",0.00,"343","OFFICE-CONDO",0,166300,166300,"07P2620EP1",822.00,9/11/2008 0:00:00,"Commercial Condo",,1920,
19511,"192-16","99 RICE ST #103",0.00,"102","CONDOMINIUM",0,294400,294400," 51618/  91",873.00,8/27/2008 0:00:00,"APARTMENT",,1920,
19512,"192-16","99 RICE ST #105",0.00,"102","CONDOMINIUM",0,566000,566000,"07P2620EP1",2385.00,9/11/2008 0:00:00,"APARTMENT",,1920,
19513,"192-16","99 RICE ST #107",0.00,"102","CONDOMINIUM",0,278800,278800," 51673/ 167",873.00,9/11/2008 0:00:00,"APARTMENT",,1920,
19514,"192-16","99 RICE ST #111",0.00,"343","OFFICE-CONDO",0,390400,390400," 45492/  29",1930.00,6/29/2005 0:00:00,"Commercial Condo",,1920,
19515,"192-21","15 REED ST",6000.00,"101","SNGL-FAM-RES",254900,309600,564500," 57409/ 100",3197.00,12/31/2011 0:00:00,"CONVENTIONAL","BK",1859,"2"
19516,"192-22","21 REED ST",6000.00,"101","SNGL-FAM-RES",254900,300300,555200," 31752/ 328",3675.00,8/25/2000 0:00:00,"CONVENTIONAL","BK",1873,"2.25"
19517,"192-23","23 REED ST",6000.00,"101","SNGL-FAM-RES",254900,218200,473100," 13480/ 332",2452.00,6/30/1978 0:00:00,"CONVENTIONAL","BK",1912,"2"
19518,"192-25","41 REED ST",6000.00,"104","TWO-FAM-RES",254900,316800,571700," 56686/ 439",3495.00,4/1/2011 0:00:00,"OLD STYLE TWO FAM","BK",1872,"2"
19519,"192-26","45-47 REED ST",6000.00,"199","CONDO-BLDG",0,0,0," 29132/ 594",4599.00,9/24/1998 0:00:00,,,1998,"1.75"
19520,"192-26","45-47 REED ST #1",0.00,"102","CONDOMINIUM",0,690600,690600," 47944/ 243",2220.00,8/7/2006 0:00:00,"TOWNHSE-END",,1998,"0"
19521,"192-26","45-47 REED ST #2",0.00,"102","CONDOMINIUM",0,581700,581700," 43014/ 410",1743.00,6/9/2004 0:00:00,"TOWNHSE-END",,1998,"0"
19522,"192-27","51 REED ST",6000.00,"199","CONDO-BLDG",0,0,0,"/",4310.00,3/14/1985 0:00:00,,,1855,"1.75"
19523,"192-27","49-51 REED ST #49",0.00,"102","CONDOMINIUM",0,356600,356600," 30836/ 148",1130.00,11/4/1999 0:00:00,"TOWNHOUSE",,1855,"2"
19524,"192-27","49-51 REED ST #51",0.00,"102","CONDOMINIUM",0,441400,441400," 51374/ 327",1572.00,6/27/2008 0:00:00,"TOWNHOUSE",,1855,"3"
19525,"192-28","57 REED ST",6000.00,"105","THREE-FM-RES",254900,443900,698800," 34165/  30",4205.00,11/28/2001 0:00:00,"OLD STYLE THREE FAM","BK",1897,"2.75"
19526,"192-29","59 REED ST",6000.00,"101","SNGL-FAM-RES",254900,218400,473300," 56087/ 260",2028.00,12/17/2010 0:00:00,"COLONIAL","BK",1869,"2"
19527,"192-30","63 REED ST",6235.99,"199","CONDO-BLDG",0,0,0,"/",4470.00,12/23/1986 0:00:00,,,1880,"2.75"
19528,"192-30","61-63 REED ST #61",0.00,"102","CONDOMINIUM",0,521900,521900," 42872/ 202",1606.00,5/24/2004 0:00:00,"TOWNHOUSE","TT",1880,"3"
19529,"192-30","61-63 REED ST #63",0.00,"102","CONDOMINIUM",0,480100,480100," 20713/ 404",1539.00,8/15/1990 0:00:00,"TOWNHOUSE","TT",1880,"0"
19530,"192-31","71 REED ST",6262.00,"199","CONDO-BLDG",0,0,0,"/",3700.00,1/1/1998 0:00:00,,,1894,"3"
19531,"192-31","71 REED ST #1",0.00,"102","CONDOMINIUM",0,385500,385500," 47541/  30",957.00,5/31/2006 0:00:00,"FLAT","FL",1894,"1"
19532,"192-31","71 REED ST #2",0.00,"102","CONDOMINIUM",0,439000,439000," 20537/ 421",1213.00,12/18/1987 0:00:00,"TWO-FLOORS","TW",1894,"1"
19533,"192-34","30 DUDLEY ST",5325.00,"104","TWO-FAM-RES",244500,355500,600000,"03P3400EP",4691.00,9/25/2003 0:00:00,"OLD STYLE TWO FAM","BK",1873,"2.25"
19534,"192-38","2366 MASSACHUSETTS AVE",5940.00,"0111","MXD 4-8-UNIT-APT",524900,929400,1454300," 17571/ 438",18216.00,1/1/1900 0:00:00,"MIX NBHD CTR W/RES","8",1920,"3.25"
19535,"192-39","2360 MASSACHUSETTS AVE",14820.99,"341","BANK",800300,555600,1355900,"/",6922.00,1/1/1900 0:00:00,"BANK","1",1928,"1"
19536,"192-44","23 NORRIS ST",7700.00,"101","SNGL-FAM-RES",292100,664300,956400," 18279/ 544",4850.00,6/2/1986 0:00:00,"VICTORIAN","BK",1875,"3"
19537,"192-50","45 NORRIS ST",3499.99,"105","THREE-FM-RES",221100,504000,725100," 51927/ 539",5317.00,11/25/2008 0:00:00,"DECKER","CB",1912,"3"
19538,"192-51","49 NORRIS ST",3499.99,"199","CONDO-BLDG",221100,0,221100," 25087/ 511",4903.00,12/28/1994 0:00:00,,,1907,"3"
19539,"192-51","47-49 NORRIS ST #49",0.00,"102","CONDOMINIUM",0,324500,324500," 45751/ 324",900.00,7/29/2005 0:00:00,"FLAT",,1907,
19540,"192-51","47-49 NORRIS ST #47/2",0.00,"102","CONDOMINIUM",0,295100,295100," 46005/ 400",855.00,8/31/2005 0:00:00,"FLAT",,1907,
19541,"192-51","47-49 NORRIS ST #47/3",0.00,"102","CONDOMINIUM",0,302500,302500," 53317/ 103",890.00,7/31/2009 0:00:00,"FLAT",,1907,
19542,"192-52","51-53 NORRIS ST",3499.99,"104","TWO-FAM-RES",221100,470000,691100," 24919/ 120",4931.00,10/13/1994 0:00:00,"OLD STYLE TWO FAM","BK",1883,"2.5"
19543,"192-54","48 CEDAR ST",2543.99,"104","TWO-FAM-RES",201500,304000,505500," 42616/ 184",4374.00,4/27/2004 0:00:00,"OLD STYLE TWO FAM","BK",1894,"2.5"
19544,"192-56","52 CEDAR ST",7419.99,"104","TWO-FAM-RES",286300,234500,520800," 56904/ 235",2886.00,5/25/2011 0:00:00,"OLD STYLE TWO FAM","BK",1863,"2"
19545,"192-57","60 NORRIS ST",2648.00,"101","SNGL-FAM-RES",202800,213500,416300," 45440/ 365",1846.00,6/22/2005 0:00:00,"CONVENTIONAL","BK",1875,"1.5"
19546,"192-58","58 NORRIS ST",4655.00,"104","TWO-FAM-RES",235400,373700,609100," 49543/  64",4434.00,6/1/2007 0:00:00,"OLD STYLE TWO FAM","BK",1886,"2.25"
19547,"192-59","56 NORRIS ST",3499.99,"104","TWO-FAM-RES",221100,279300,500400," 31726/ 512",3254.00,8/17/2000 0:00:00,"OLD STYLE TWO FAM","BK",1903,"2.25"
19548,"192-62","2 DRUMMOND PL",3999.99,"104","TWO-FAM-RES",203500,349800,553300," 42971/  29",4034.00,6/3/2004 0:00:00,"CONVENTIONAL","BK",1916,"2"
19549,"192-70","24 NORRIS ST",8400.00,"111","4-8-UNIT-APT",531700,799700,1331400," 25607/ 553",10182.00,8/29/1995 0:00:00,"MULT-RESDNCE","6",1930,"3"
19550,"192-73","2336 MASSACHUSETTS AVE",5892.99,"340","GEN-OFFICE",200400,461700,662100," 16592/ 217",5466.00,11/22/1985 0:00:00,"OFFICE","3",1885,"2.25"
19551,"192-74","2326 MASSACHUSETTS AVE",4980.00,"340","GEN-OFFICE",268900,381200,650100," 31715/  47",6120.00,8/15/2000 0:00:00,"OFFICE","3",1881,"2.25"
19552,"192-75","2322 MASSACHUSETTS AVE",6000.00,"345","RETAIL-OFFIC",330000,311500,641500,"/",9120.00,1/1/1900 0:00:00,"OFFICE","3",1930,"2"
19553,"192-77","13-15 RICE ST",7447.00,"199","CONDO-BLDG",0,0,0,"/",5579.00,1/1/1998 0:00:00,,,1872,"3"
19554,"192-77","15 RICE ST #1",0.00,"102","CONDOMINIUM",0,345600,345600," 27627/   3",1036.00,8/29/1997 0:00:00,"FLAT","FL",1872,"1"
19555,"192-77","15 RICE ST #2",0.00,"102","CONDOMINIUM",0,356000,356000," 42227/ 155",1194.00,3/12/2004 0:00:00,"FLAT","FL",1872,"0"
19556,"192-77","15 RICE ST #3",0.00,"102","CONDOMINIUM",0,227500,227500," 19793/ 249",625.00,5/2/1989 0:00:00,"FLAT","FL",1872,"0"
19557,"192-77","15 RICE ST #4",0.00,"102","CONDOMINIUM",0,393000,393000," 36307/ 273",1029.00,9/4/2002 0:00:00,"FREE-STANDING","SI",1872,"0"
19558,"192-78","19 RICE ST",6000.00,"101","SNGL-FAM-RES",254900,305900,560800," 32623/ 579",2917.00,2/28/1983 0:00:00,"CONVENTIONAL","BK",1871,"2"
19559,"192-79","21 RICE ST",6000.00,"104","TWO-FAM-RES",254900,342800,597700," 26708/  81",3781.00,8/21/1956 0:00:00,"STACK","BK",1871,"2"
19560,"192-80","27 RICE ST",6000.00,"105","THREE-FM-RES",254900,480600,735500," 50414/ 500",4402.00,11/30/2007 0:00:00,"OLD STYLE THREE FAM","ST",1904,"2.5"
19561,"192-81","31 RICE ST",6000.00,"104","TWO-FAM-RES",254900,505900,760800," 26606/   2",3912.00,8/23/1996 0:00:00,"OLD STYLE TWO FAM","BK",1875,"2"
19562,"192-82","35 RICE ST",6000.00,"101","SNGL-FAM-RES",254900,353000,607900," 41545/ 519",2844.00,12/3/2003 0:00:00,"CONVENTIONAL","BK",1871,"2"
19563,"192-83","37 RICE ST",6300.00,"104","TWO-FAM-RES",260900,403100,664000," 42666/ 331",2388.00,4/30/2004 0:00:00,"OLD STYLE TWO FAM","ST",1875,"2"
19564,"192-87","61 RICE ST",7950.00,"101","SNGL-FAM-RES",297100,718300,1015400," 45079/ 328",3863.00,4/29/2005 0:00:00,"CONVENTIONAL","ST",1847,"1.75"
19565,"192-92","93 RICE ST",1738.00,"111","4-8-UNIT-APT",436600,331500,768100," 27839/ 570",3669.00,2/27/1992 0:00:00,"MULT-RESDNCE","5",1930,"2"
19566,"192-96","54R CEDAR ST",8397.00,"101","SNGL-FAM-RES",274700,97500,372200," 57243/ 209",1478.00,8/2/2011 0:00:00,"CONVENTIONAL","BK",1903,"2"
19567,"192-97","54 CEDAR ST",1508.99,"101","SNGL-FAM-RES",186500,247300,433800," 13395/ 179",2370.00,1/28/1978 0:00:00,"CONVENTIONAL","BK",1866,"1.75"
19568,"192-99","50 NORRIS ST",2278.99,"199","CONDO-BLDG",0,0,0," 20320/ 145",3980.00,1/1/1900 0:00:00,,,1894,"2.5"
19569,"192-99","48-50 NORRIS ST #1",0.00,"102","CONDOMINIUM",0,251900,251900," 30746/ 214",775.00,10/8/1999 0:00:00,"FLAT",,1894,"1"
19570,"192-99","48-50 NORRIS ST #2",0.00,"102","CONDOMINIUM",0,407900,407900," 23250/ 201",1850.00,6/1/1993 0:00:00,"TWO-FLOORS","TW",1894,"2"
19571,"192-100","1 DRUMMOND PL",2449.99,"104","TWO-FAM-RES",199800,343000,542800," 54496/  22",3373.00,4/2/2010 0:00:00,"OLD STYLE TWO FAM","BK",1897,"2.75"
19572,"192-101","63 NORRIS ST",1207.99,"105","THREE-FM-RES",181800,368000,549800," 27758/ 190",4488.00,5/12/1993 0:00:00,"DECKER","ST",1898,"3"
19573,"192-102","59 NORRIS ST",2063.99,"104","TWO-FAM-RES",194000,402500,596500," 44624/ 343",4030.00,2/11/2005 0:00:00,"OLD STYLE TWO FAM","BK",1898,"2.5"
19574,"192-103","57 NORRIS ST",2034.99,"105","THREE-FM-RES",193400,273800,467200," 57243/  11",4074.00,8/2/2011 0:00:00,"CONVENTIONAL","ST",1935,"2.75"
19575,"192-104","52 NORRIS ST",2274.99,"104","TWO-FAM-RES",197700,418800,616500," 34944/ 137",3804.00,3/1/2002 0:00:00,"OLD STYLE TWO FAM","BK",1897,"2.75"
19576,"192-106","63 RICE ST",3749.99,"101","SNGL-FAM-RES",202000,219500,421500," 39217/ 103",1795.00,5/16/2003 0:00:00,"CONVENTIONAL","ST",1900,"1.75"
19577,"192-107","65 RICE ST",3749.99,"111","4-8-UNIT-APT",434200,516300,950500," 28073/ 411",5788.00,1/13/1998 0:00:00,"MULT-RESDNCE","5",1920,"2.75"
19578,"192-112","77 RICE ST",8700.00,"101","SNGL-FAM-RES",309500,297600,607100," 33682/  78",4306.00,1/1/1900 0:00:00,"CONVENTIONAL","BK",1872,"2.25"
19579,"192-113","69 RICE ST",6300.00,"199","CONDO-BLDG",0,0,0,"/",3268.00,11/10/1986 0:00:00,,,1863,"2"
19580,"192-113","69-71 RICE ST #69",0.00,"102","CONDOMINIUM",0,285700,285700," 30698/ 268",912.00,9/27/1999 0:00:00,"FLAT",,1863,"0"
19581,"192-113","69-71 RICE ST #71",0.00,"102","CONDOMINIUM",0,276300,276300," 31927/ 188",859.00,10/18/2000 0:00:00,"FLAT",,1863,"0"
19582,"192-119","33 NORRIS ST",3167.99,"105","THREE-FM-RES",215400,596200,811600,"05P3346EF",5892.00,6/21/2005 0:00:00,"DECKER","CN",1916,"3"
19583,"192-120","35 NORRIS ST",3133.99,"104","TWO-FAM-RES",214700,541000,755700," 22982/  68",4825.00,3/15/1993 0:00:00,"OLD STYLE TWO FAM","BK",1907,"2.75"
19584,"192-121","2320 MASSACHUSETTS AVE",7345.00,"326","EATING-ESTBL",396600,643300,1039900," 13848/ 392",8400.00,11/30/1979 0:00:00,"RESTAURANT","1",1939,"1"
19585,"192-122","7 RICE ST",2654.00,"104","TWO-FAM-RES",182500,244900,427400,"/",3708.00,11/30/1979 0:00:00,"OLD STYLE TWO FAM","BK",1907,"2"
19586,"192-124","41 NORRIS ST",3499.99,"104","TWO-FAM-RES",221100,353300,574400," 13147/ 389",4105.00,2/28/1977 0:00:00,"OLD STYLE TWO FAM","BK",1893,"2.75"
19587,"192-125","39 CEDAR ST",22947.99,"112",">8-UNIT-APT",1789500,489700,2279200," 27735/ 199",20352.00,10/1/1997 0:00:00,"APARTMENTS","19",1900,"3"
19588,"192-126","22 DUDLEY ST",3113.99,"105","THREE-FM-RES",214300,514500,728800," 18803/ 533",5292.00,11/6/1988 0:00:00,"ROW-END","BK",1897,"3"
19589,"192-127","20 DUDLEY ST",2644.00,"105","THREE-FM-RES",202700,498800,701500," 50856/ 249",5112.00,3/10/2008 0:00:00,"ROW","BK",1897,"3"
19590,"192-128","18 DUDLEY ST",2644.00,"199","CONDO-BLDG",0,0,0," 20515/ 520",5220.00,1/1/1900 0:00:00,,,1897,"3"
19591,"192-128","18 DUDLEY ST #1",0.00,"102","CONDOMINIUM",0,293400,293400," 29287/ 392",900.00,10/29/1998 0:00:00,"APARTMENT","FL",1897,"1"
19592,"192-128","18 DUDLEY ST #2",0.00,"102","CONDOMINIUM",0,306700,306700," 29287/ 377",972.00,10/29/1998 0:00:00,"FLAT","FL",1897,"1"
19593,"192-128","18 DUDLEY ST #3",0.00,"102","CONDOMINIUM",0,306700,306700," 29287/ 395",972.00,10/29/1998 0:00:00,"FLAT","FL",1897,"1"
19594,"192-129","16 DUDLEY ST",2644.00,"105","THREE-FM-RES",202700,483100,685800,"  4779/  23",4944.00,7/10/2006 0:00:00,"ROW","BK",1897,"3"
19595,"192-130","14 DUDLEY ST",4075.99,"199","CONDO-BLDG",0,0,0," 26004/ 197",5120.00,1/29/1996 0:00:00,,,1897,"3"
19596,"192-130","14 DUDLEY ST #1",0.00,"102","CONDOMINIUM",0,303700,303700," 45000/  76",923.00,4/15/2005 0:00:00,"APARTMENT",,1897,"0"
19597,"192-130","14 DUDLEY ST #2",0.00,"102","CONDOMINIUM",0,315800,315800," 43549/ 476",995.00,8/19/2004 0:00:00,"APARTMENT",,1897,"0"
19598,"192-130","14 DUDLEY ST #3",0.00,"102","CONDOMINIUM",0,315800,315800," 30897/ 295",995.00,11/24/1999 0:00:00,"APARTMENT",,1897,"0"
19599,"192-131","79 RICE ST",3326.99,"101","SNGL-FAM-RES",218300,310200,528500," 14848/ 262",3480.00,1/4/1983 0:00:00,"CONVENTIONAL","BK",1860,"2.25"
19600,"192-132","60 CEDAR ST",4436.00,"1091","MULT-RES-1FAM",354900,305000,659900," 30388/ 412",810.00,6/11/1999 0:00:00,"CONVENTIONAL","BK",1862,"1"
19601,"192-135","13 NORRIS ST",4250.99,"104","TWO-FAM-RES",229600,512600,742200," 15031/ 175",6410.00,5/26/1983 0:00:00,"VICTORIAN","BK",1886,"2.75"
19602,"192-138","20 NORRIS ST",5724.00,"199","CONDO-BLDG",241800,0,241800," 36654/ 288",5006.00,10/8/2002 0:00:00,,,1923,"2.25"
19603,"192-138","20 NORRIS ST #1",0.00,"102","CONDOMINIUM",0,499700,499700," 42800/ 129",2072.00,5/17/2004 0:00:00,"APARTMENT",,1923,
19604,"192-138","20 NORRIS ST #2",0.00,"102","CONDOMINIUM",0,575000,575000," 56943/ 457",1637.00,6/2/2011 0:00:00,"APARTMENT",,1923,
19605,"192-139","16 NORRIS ST",5728.00,"104","TWO-FAM-RES",250800,424900,675700," 28169/ 387",4846.00,2/11/1998 0:00:00,"OLD STYLE TWO FAM","CB",1923,"2.25"
19606,"192-140","27 NORRIS ST",6339.99,"104","TWO-FAM-RES",261800,599600,861400," 14826/ 574",5698.00,12/17/1982 0:00:00,"OLD STYLE TWO FAM","BK",1924,"2.5"
19607,"192-141","40 CEDAR ST",9191.99,"930","Vacant City",367680,0,367680,"/",0.00,1/1/1900 0:00:00,,,0,
19608,"192-143","47-49 RICE ST",3705.00,"105","THREE-FM-RES",224000,677000,901000," 53979/ 123",6006.00,12/11/2009 0:00:00,"DECKER","BK",1897,"3"
19609,"192-144","41 RICE ST",6216.99,"1095","MULT-RES-3FAM",348700,459700,808400," 41218/ 545",3608.00,10/17/2003 0:00:00,"DECKER","BK",1886,"3"
19610,"192-145","76 DUDLEY ST",3879.99,"199","CONDO-BLDG",0,0,0,"/",4815.00,1/1/1900 0:00:00,,,1920,"3"
19611,"192-145","76 DUDLEY ST #1",0.00,"102","CONDOMINIUM",0,304100,304100," 19918/ 472",963.00,6/30/1989 0:00:00,"FLAT",,1920,"1"
19612,"192-145","76 DUDLEY ST #2",0.00,"102","CONDOMINIUM",0,304100,304100," 27180/ 283",963.00,7/3/1989 0:00:00,"FLAT",,1920,"1"
19613,"192-145","76 DUDLEY ST #3",0.00,"102","CONDOMINIUM",0,327500,327500," 55943/ 393",1175.00,11/30/2010 0:00:00,"FLAT",,1920,"1"
19614,"192-146","70 DUDLEY ST",3879.99,"199","CONDO-BLDG",0,0,0,"/",5100.00,1/1/1998 0:00:00,,,1924,"3"
19615,"192-146","70 DUDLEY ST #1",0.00,"102","CONDOMINIUM",0,302600,302600," 54934/ 515",897.00,7/1/2010 0:00:00,"FLAT",,1924,"1"
19616,"192-146","70 DUDLEY ST #2",0.00,"102","CONDOMINIUM",0,263100,263100," 30460/ 383",897.00,7/26/1999 0:00:00,"FLAT",,1924,"1"
19617,"192-146","70 DUDLEY ST #3",0.00,"102","CONDOMINIUM",0,263100,263100," 29206/ 186",897.00,10/9/1998 0:00:00,"FLAT",,1924,"1"
19618,"192-147","66 DUDLEY ST",4449.99,"199","CONDO-BLDG",231200,0,231200," 48496/ 242",4887.00,11/15/2006 0:00:00,,,1924,"3"
19619,"192-147","66 DUDLEY ST #1",0.00,"102","CONDOMINIUM",0,343600,343600," 49890/ 513",932.00,8/2/2007 0:00:00,"OTHER",,1924,
19620,"192-147","66 DUDLEY ST #2",0.00,"102","CONDOMINIUM",0,347700,347700," 49921/ 291",952.00,8/9/2007 0:00:00,"FLAT",,1924,
19621,"192-147","66 DUDLEY ST #3",0.00,"102","CONDOMINIUM",0,347700,347700," 53358/ 138",952.00,8/7/2009 0:00:00,"OTHER",,1924,
19622,"192-148","35 REED ST",4079.99,"104","TWO-FAM-RES",226300,349100,575400," 24410/ 230",4768.00,3/31/1994 0:00:00,"OLD STYLE TWO FAM","CB",1928,"2"
19623,"192-149","29 REED ST",3840.00,"101","SNGL-FAM-RES",225300,218000,443300," 24946/ 540",2758.00,10/26/1994 0:00:00,"CONVENTIONAL","BK",1909,"2"
19624,"192-150","25 REED ST",4079.99,"104","TWO-FAM-RES",226300,365000,591300," 44713/ 190",4752.00,2/28/2005 0:00:00,"OLD STYLE TWO FAM","BK",1928,"2.25"
19625,"192-151","40 NORRIS ST",25700.00,"112",">8-UNIT-APT",2380300,1169700,3550000," 55397/ 563",50832.00,9/17/2010 0:00:00,"APARTMENTS","25",1920,"3"
19626,"192-152","50 DUDLEY ST",7665.99,"0111","MXD 4-8-UNIT-APT",291500,558600,850100," 27735/ 199",9614.00,10/1/1997 0:00:00,"MULT-RESDNCE","2",1890,"2.5"
19627,"192-153","9 REED ST",3803.00,"111","4-8-UNIT-APT",224900,631400,856300," 52348/ 139",6593.00,3/4/2009 0:00:00,"MULT-RESDNCE","4",1910,"3"
19628,"192-154","185 RINDGE AVE",2185.99,"199","CONDO-BLDG",167100,0,167100," 51355/ 309",6893.00,6/25/2008 0:00:00,,,1909,"3"
19629,"192-154","183-185 RINDGE AVE #1",0.00,"102","CONDOMINIUM",0,216200,216200," 53433/ 507",541.00,8/24/2009 0:00:00,"APARTMENT",,1909,
19630,"192-154","183-185 RINDGE AVE #2",0.00,"102","CONDOMINIUM",0,341300,341300," 55146/ 305",1141.00,8/10/2010 0:00:00,"APARTMENT",,1909,
19631,"192-154","183-185 RINDGE AVE #3",0.00,"102","CONDOMINIUM",0,356500,356500," 52787/ 261",1141.00,5/18/2009 0:00:00,"APARTMENT",,1909,
19632,"192-154","3 REED ST #4",0.00,"102","CONDOMINIUM",0,256500,256500," 53721/ 119",720.00,10/23/2009 0:00:00,"APARTMENT",,1909,
19633,"192-156","173 RINDGE AVE",6231.00,"316","WAREHOUSE",243600,37600,281200," 28007/ 270",4850.00,12/22/1997 0:00:00,"INDUST-MFCTR","1",1902,"1"
19634,"192-157","173 RINDGE AVE",4100.00,"0111","MXD 4-8-UNIT-APT",226700,557700,784400," 12086/ 421",10624.00,1/1/1900 0:00:00,"MULT-RESDNCE","2",1890,"3"
19635,"192-158","169 RINDGE AVE",3899.99,"104","TWO-FAM-RES",180500,334700,515200," 28007/ 304",4978.00,12/28/1997 0:00:00,"OLD STYLE TWO FAM","CN",1873,"2.25"
19636,"192-159","181 RINDGE AVE",2179.99,"101","SNGL-FAM-RES",157100,128600,285700," 28930/ 300",1509.00,12/21/1962 0:00:00,"CONVENTIONAL","BK",1857,"2"
19637,"192-160","179 RINDGE AVE",3945.00,"104","TWO-FAM-RES",180700,206500,387200," 40057/ 240",2930.00,7/22/2003 0:00:00,"OLD STYLE TWO FAM","BK",1863,"2"
19638,"192-161","17 NORRIS ST",8049.99,"104","TWO-FAM-RES",299000,654600,953600," 14233/ 380",3741.00,3/11/1981 0:00:00,"OLD STYLE TWO FAM","BK",1873,"2.75"
19639,"192-163","47 CEDAR ST",2096.00,"101","SNGL-FAM-RES",161600,309800,471400," 44948/  56",2368.00,4/5/2005 0:00:00,"CONVENTIONAL","BK",1871,"2"
19640,"192-164","45 CEDAR ST",2085.99,"101","SNGL-FAM-RES",161500,237700,399200," 27506/ 553",2374.00,12/18/1995 0:00:00,"CONVENTIONAL","BK",1871,"2"
19641,"192-165","58 CEDAR ST",6636.99,"101","SNGL-FAM-RES",241700,164600,406300," 13312/ 105",2118.00,10/18/1977 0:00:00,"CONVENTIONAL","BK",1873,"2"
19642,"192-166","2344 MASSACHUSETTS AVE",1574.99,"325","RETAIL-STORE",85100,245000,330100," 49003/ 497",1412.00,2/16/2007 0:00:00,"RETAIL-STORE","1",1980,"1"
